"","protein","cor","p_value"
"PPME1","PPME1",0.0200668055778753,0.897128908020768
"AP4S1","AP4S1",-0.0203429621398924,0.898250338641543
"TIMM10B","TIMM10B",-0.411511892378411,0.0800347131564624
"TIMM9","TIMM9",0.173638658604239,0.259649880277362
"TIMM8B","TIMM8B",0.299842228708433,0.0601430935978686
"UCHL5","UCHL5",0.0165082968632051,0.948162415828109
"CD2AP","CD2AP",-0.0979233398987874,0.547753071095944
"ATP6V1D","ATP6V1D",0.0629103299950566,0.715483112933556
"TIMM13","TIMM13",0.0234882322741843,0.879708495703955
"SRPRB","SRPRB",0.131256458858602,0.395728249117361
"GMPPB","GMPPB",0.1951606993568,0.204251940949915
"RBM8A","RBM8A",0.0725147522559903,0.644003653192815
"TSSC4","TSSC4",0.190180989146205,0.239820974588952
"SNX9","SNX9",-0.0767299775735855,0.620566519514523
"SNX5","SNX5",-0.149814478498682,0.33172722253467
"HEBP2","HEBP2",-0.0751360369935026,0.627864863398863
"PUS1","PUS1",-0.0106414841445488,0.964484445094448
"LRRFIP2","LRRFIP2",0.0432370078450092,0.785715316869246
"FHOD1","FHOD1",0.145840427413861,0.344858122185225
"MYH4","MYH4",0.230156348353651,0.132840713616819
"NPTN","NPTN",0.207428678073014,0.239146705520962
"ALG5","ALG5",0.14024558694969,0.451752461066948
"MRPS18B","MRPS18B",-0.181294904717853,0.37543481697033
"COPG1","COPG1",-0.413844411606976,0.00523006033206413
"FKBP7","FKBP7",-0.149950814106113,0.337176235384503
"CLIC4","CLIC4",0.034680265201053,0.823156155897075
"NFS1","NFS1",0.0724162289113711,0.640399396084512
"SAR1B","SAR1B",0.147952571217238,0.337839985249075
"MTCH2","MTCH2",0.0959071568035925,0.535724114793053
"BZW2","BZW2",-0.289975477495752,0.0562162918462704
"DYNC1LI1","DYNC1LI1",0.0807197883324762,0.602456284896956
"CHCHD2","CHCHD2",-0.0372480448725421,0.814836592720838
"EPN1","EPN1",-0.241489163043322,0.118741485060147
"NDUFB9","NDUFB9",-0.0986147150935802,0.524216181218262
"COX11","COX11",0.0572886360536349,0.747591399349502
"SQOR","SQOR",0.11684072603606,0.54610778164093
"SESN1","SESN1",-0.0389814854172635,0.80163982068923
"ENPP4","ENPP4",0.286902758621586,0.0897836610932029
"SEC23IP","SEC23IP",0.275798684214707,0.0734314610387438
